Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	DGF Bonifiée	DSC	REOM	Autre redevance	TEOM	Autre taxe	Civilité Président	Prénom Président	Nom Président	Adresse du siège_1	Adresse du siège_2	Adresse du siège_3	Code postal du siège Ville du siège	Téléphone du siège	Fax du siège	Courriel du siège	Site internet	Adresse annexe_1	Adresse annexe_2	Adresse annexe_3	Code postal annexe Ville annexe	Téléphone annexe	Fax annexe	C1004	C1010	C1015	C1020	C1025	C1030	C1502	C1505	C1507	C1510	C1515	C1520	C1525	C1528	C1529	C1530	C1531	C1532	C1533	C1534	C1535	C1540	C1545	C1550	C1555	C1560	C2005	C2010	C2015	C2510	C2515	C2520	C2521	C2525	C2526	C3005	C3010	C3015	C3020	C3025	C3210	C3220	C3505	C3510	C3515	C4005	C4006	C4007	C4008	C4010	C4015	C4016	C4017	C4020	C4025	C4505	C4510	C4515	C4520	C4525	C4530	C4531	C4532	C4535	C4540	C4545	C4550	C4555	C4560	C5005	C5010	C5015	C5210	C5220	C5505	C5510	C5515	C5520	C5525	C5530	C5535	C5540	C5545	C5550	C5555	C7005	C7010	C7012	C7015	C7020	C7025	C7030	C9905	C9910	C9915	C9920	C9922	C9923	C9924	C9925	C9930	C9935	C9940	C9950	C9999	
84 - Auvergne-Rhône-Alpes	03 - Allier	1 - Montluçon	210301859 - Montluçon	200071082	CA Montluçon Communauté	CA	0	0	2016-12-05	2017-01-01	ACCOR	Le conseil de communauté compte 61 sièges	21	61043	41	FPU	0	0	0		0		M.	Frédéric	LAPORTE		1 Rue des Conches	BP 3249	03106 Montluçon Cedex	04 70 08 19 88	04 70 08 19 89	cam@agglo-montlucon.fr	www.agglo-montlucon.fr	1, rue des Conches		BP 3249	03106 Montluçon Cedex	04 70 08 19 88	04 70 08 19 89	0	0	0	0	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	
84 - Auvergne-Rhône-Alpes	03 - Allier	2 - Moulins	210301909 - Moulins	200071140	CA Moulins Communauté	CA	0	1	2016-12-05	2017-01-01	RDC		44	66390	45	FPU	0	0	0		0		M.	Pierre-André	PERISSOL		8 Place du Maréchal de Lattre de Tassigny	BP 1625	03016 Moulins	04 70 48 54 54	04 70 48 54 49	contact.agglo@agglo-moulins.fr	www.agglo-moulins.fr	8, place du Maréchal de Lattre de Tassigny	BP 1625		03016 Moulins	04 70 48 54 54	04 70 48 54 49	0	0	0	0	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	1	1	1	1	0	1	0	0	1	1	0	0	0	0	1	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	
84 - Auvergne-Rhône-Alpes	03 - Allier	3 - Vichy	210303103 - Vichy	200071363	CA Vichy Communauté	CA	0	0	2016-12-05	2017-01-01	RDC		39	86098	55	FPU	0	0	0		0		M.	Frédéric	AGUILERA	Hôtel d'Agglomération	9 Place Charles de Gaulle	CS 92956	03209 Vichy Cédex	04 70 96 57 00	04 70 96 57 10	accueil@vichy.valallier.fr		Hôtel d'agglomération	9, place Charles de Gaulle	CS 92956	03209 VICHY Cédex	04 70 96 57 00	04 70 96 57 10	0	0	0	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	1	1	0	1	
84 - Auvergne-Rhône-Alpes	03 - Allier	3 - Vichy	210302543 - Saint-Pourçain-sur-Sioule	200071389	CC Saint-Pourçain Sioule Limagne	CC	0	0	2016-12-08	2017-01-01	RDC		60	34634	33	FPU	0	0	0		0		Mme	Véronique	POUZADOUX		29 Rue Marcellin Berthelot	BP 56	03500 Saint-Pourçain-sur-Sioule	04 70 47 67 20	04 70 47 55 09	aduffaut-stpourcaincommunaute@wanadoo.fr		29, rue Marcellin Berthelot	BP 56		03500 Saint-Pourçain-sur-Sioule	04 70 47 67 20	04 70 47 55 09	0	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	1	1	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	
84 - Auvergne-Rhône-Alpes	03 - Allier	3 - Vichy	210302980 - Varennes-sur-Allier	200071470	CC Entr'Allier Besbre et Loire	CC	0	0	2016-12-08	2017-01-01	RDC		44	24927	25	FPU	0	0	0		0		M.	Roger	LITAUDON		18 Rue de Vouroux		03150 Varennes sur Allier	04 70 45 00 99	04 70 45 64 36	contact@interco-abl.fr	www.interco-abl.fr	18, rue de Vouroux			03150 Varennes sur Allier	04 70 45 00 99	04 70 45 64 36	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	
84 - Auvergne-Rhône-Alpes	03 - Allier	2 - Moulins	210300364 - Bourbon-l'Archambault	200071496	CC du Bocage Bourbonnais	CC	0	0	2016-12-08	2017-01-01	RDC		25	13982	25	FPU	0	0	0		0		M.	Jean-Marc	DUMONT	Maison de Pays	1 Place de l'Hôtel de Ville		03160 Bourbon l'Archambault	04 70 67 11 89	04 70 67 61 25	comcom-bocage-bourbonnais@wanadoo.fr		Maison de Pays	1, Place de l'Hôtel de Ville		03160 Bourbon l'Archambault	04 70 67 11 89	04 70 67 61 25	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	
84 - Auvergne-Rhône-Alpes	03 - Allier	1 - Montluçon	210300828 - Commentry	200071512	CC Commentry Montmarault Néris Communauté	CC	0	0	2016-12-08	2017-01-01	RDC		33	26256	27	FPU	0	0	0		0		M.	Claude	RIBOULET		22 Avenue Marx Dormoy		03600 Commentry	04 70 09 77 20	04 70 09 70 25	contact@cmnc03.fr	www.cmnc03.fr	22, avenue Marx Dormoy			03600 Commentry	04 70 09 77 20	    	1	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	
84 - Auvergne-Rhône-Alpes	03 - Allier	3 - Vichy	210301388 - Lapalisse	240300491	CC du Pays de Lapalisse	CC	0	0	1997-12-20	1997-12-20	RDC		14	8654	27	FPU	1	0	0	Assainissement non collectif	1	 	M.	Jacques	DE CHABANNES		Boulevard de l'Hôtel de Ville	BP 63	03120 Lapalisse	04 70 99 76 29	04 70 99 33 53	contact@cc-paysdelapalisse.fr	www.cc-paysdelapalisse.fr	Boulevard de l'hôtel de ville	BP 63		03120 Lapalisse	04 70 99 76 29	04 70 99 33 53	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	
84 - Auvergne-Rhône-Alpes	03 - Allier	1 - Montluçon	210300489 - Cérilly	240300558	CC du Pays de Tronçais	CC	0	0	1999-12-30	1999-12-30	RDC		15	7546	28	FPU	1	0	1	 	1	 	M.	Daniel	RONDET		1 Place du Champ de Foire		03350 Cérilly	04 70 67 59 43	04 70 67 40 23	com.com.pays.troncais@wanadoo.fr	www.paysdetroncais.com	1, place du champ de foire			03350 Cérilly	04 70 67 59 43	04 70 67 40 23	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	
84 - Auvergne-Rhône-Alpes	03 - Allier	1 - Montluçon	210300109 - Audes	240300566	CC du Val de Cher	CC	0	0	2000-02-03	2000-02-03	RDC		7	5599	20	FPU	0	0	0	 	0	 	M.	Mohammed	KEMIH	Musée du Canal de Berry			03190 AUDES	04 70 06 50 10	04 70 06 51 18	cc-valdecher@wanadoo.fr	comcom-valdecher.planet-allier.com	Musée du Canal de Berry	Magnette		03190 AUDES	04 70 06 63 72	04 70 06 51 18	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	
