Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	DGF Bonifiée	DSC	REOM	Autre redevance	TEOM	Autre taxe	Civilité Président	Prénom Président	Nom Président	Adresse du siège_1	Adresse du siège_2	Adresse du siège_3	Code postal du siège Ville du siège	Téléphone du siège	Fax du siège	Courriel du siège	Site internet	Adresse annexe_1	Adresse annexe_2	Adresse annexe_3	Code postal annexe Ville annexe	Téléphone annexe	Fax annexe	C1004	C1010	C1015	C1020	C1025	C1030	C1502	C1505	C1507	C1510	C1515	C1520	C1525	C1528	C1529	C1530	C1531	C1532	C1533	C1534	C1535	C1540	C1545	C1550	C1555	C1560	C2005	C2010	C2015	C2510	C2515	C2520	C2521	C2525	C2526	C3005	C3010	C3015	C3020	C3025	C3210	C3220	C3505	C3510	C3515	C4005	C4006	C4007	C4008	C4010	C4015	C4016	C4017	C4020	C4025	C4505	C4510	C4515	C4520	C4525	C4530	C4531	C4532	C4535	C4540	C4545	C4550	C4555	C4560	C5005	C5010	C5015	C5210	C5220	C5505	C5510	C5515	C5520	C5525	C5530	C5535	C5540	C5545	C5550	C5555	C7005	C7010	C7012	C7015	C7020	C7025	C7030	C9905	C9910	C9915	C9920	C9922	C9923	C9924	C9925	C9930	C9935	C9940	C9950	C9999	
27 - Bourgogne-Franche-Comté	89 - Yonne	1 - Auxerre	218900249 - Auxerre	200067114	CA de l'Auxerrois	CA	0	0	2016-10-24	2017-01-01	RDC		29	69851	46	FPU	0	0	0		0		M.	Crescent	MARAULT		6 Bis Place du Maréchal Leclerc	BP 58	89010 AUXERRE Cedex	03 86 72 20 60	03 86 72 20 65	cc.auxerrois@wanadoo.fr					 	    	03 86 72 20 65	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0	1	0	0	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	
27 - Bourgogne-Franche-Comté	89 - Yonne	3 - Sens	218903870 - Sens	248900334	CA du Grand Sénonais	CA	0	0	2001-12-31	2002-01-01	RDC		27	60836	41	FPU	0	0	0	 	0	 	M.	Marc	BOTIN		21 Boulevard du 14 juillet	BP 552	89105 SENS CEDEX	03 86 65 89 00	03 86 65 89 10	contact@cc-senonais.fr					 	    	03 86 65 89 10	0	0	0	0	1	0	1	1	1	1	0	1	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	1	0	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	
27 - Bourgogne-Franche-Comté	89 - Yonne	2 - Avallon	218904183 - Tonnerre	200039642	CC Le Tonnerrois en Bourgogne	CC	0	0	2014-01-01	2014-01-01	RDC		52	15649	35	FPU	0	0	0		0		M.	Régis	LHOMME		2 Avenue de la Gare		89700 TONNERRE	03 86 55 11 49	03 86 55 24 52	cc.tonnerrois@wanadoo.fr					 	    	03 86 55 24 52	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	
27 - Bourgogne-Franche-Comté	89 - Yonne	2 - Avallon	218902047 - L'Isle-sur-Serein	200039709	CC du Serein	CC	0	0	2014-01-01	2014-01-01	RDC		35	7241	36	FPU	0	0	0		0		M.	Xavier	COURTOIS	Mairie			89440 L'ISLE-SUR-SEREIN	03 86 33 87 70	03 86 33 98 56	ccterreplaine@wanadoo.fr					 	    	03 86 33 98 56	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	
27 - Bourgogne-Franche-Comté	89 - Yonne	2 - Avallon	218900256 - Avallon	200039758	CC Avallon, Vézelay, Morvan	CC	0	0	2014-01-01	2014-01-01	RDC		48	18997	40	FPU	0	0	0		0		M.	Pascal	GERMAIN		9 Rue Carnot		89200 AVALLON	03 86 34 38 06	03 86 34 93 13	cte.com.avallonnais@wanadoo.fr					 	    	03 86 34 93 13	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1	0	0	1	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	
27 - Bourgogne-Franche-Comté	89 - Yonne	1 - Auxerre	218900686 - Chablis	200067080	CC Chablis Villages et Terroirs	CC	0	0	2016-10-24	2017-01-01	RDC		36	14946	33	FPU	0	0	0		0		M.	Etienne	BOILEAU		2 Rue du Serein		89800 CHABLIS	03 86 18 91 16	03 86 18 96 46						 	    	03 86 18 96 46	0	0	0	0	1	1	0	1	1	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	
27 - Bourgogne-Franche-Comté	89 - Yonne	1 - Auxerre	218903441 - Saint-Fargeau	200067130	CC de Puisaye-Forterre	CC	0	1	2016-10-25	2017-01-01	RDC		57	34367	41	FPU	0	0	0		0		M.	Jean-Philippe	SAULNIER-ARRIGHI				89170 SAINT FARGEAU	    	    	contact@cc-coeurdepuisaye.fr					 	    	03 86 44 27 01	0	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	0	0	1	1	0	1	0	0	1	0	1	1	1	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	
27 - Bourgogne-Franche-Comté	89 - Yonne	1 - Auxerre	218903458 - Saint-Florentin	200067304	CC Serein et Armance	CC	0	0	2016-10-24	2017-01-01	RDC		29	23968	24	AAZSE	0	0	0		0		M.	Yves	DELOT		37 Avenue du Général Leclerc		89600 SAINT-FLORENTIN	03 86 35 08 57	03 86 43 26 47						 	    	03 86 43 26 47	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	1	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	
27 - Bourgogne-Franche-Comté	89 - Yonne	1 - Auxerre	218902575 - Migennes	248900383	CC de l'Agglomération Migennoise	CC	0	0	2001-12-26	2002-01-01	RDC		8	14879	29	FPU	0	1	0	 	0	 	M.	François	BOUCHER		1 Bis Rue des Écoles	BP 113	89400 MIGENNES	03 86 92 66 85	03 86 92 67 27	cc.am@wanadoo.fr					 	    	03 86 92 67 27	0	0	0	0	1	0	0	1	1	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	1	1	1	1	0	0	0	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	
27 - Bourgogne-Franche-Comté	89 - Yonne	1 - Auxerre	200061968 - Montholon	248900524	CC de l'Aillantais en Bourgogne	CC	0	0	1993-12-30	1994-01-01	RDC		13	10432	29	FPU	0	0	0	 	0	 	M.	Mahfoud	AOMAR		9 Rue des Perrières		89110 AILLANT SUR THOLON	03 86 63 56 63	03 86 63 56 63	contact@ccaillantais.fr					 	    	03 86 63 56 63	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	
