Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	DGF Bonifiée	DSC	REOM	Autre redevance	TEOM	Autre taxe	Civilité Président	Prénom Président	Nom Président	Adresse du siège_1	Adresse du siège_2	Adresse du siège_3	Code postal du siège Ville du siège	Téléphone du siège	Fax du siège	Courriel du siège	Site internet	Adresse annexe_1	Adresse annexe_2	Adresse annexe_3	Code postal annexe Ville annexe	Téléphone annexe	Fax annexe	C1004	C1010	C1015	C1020	C1025	C1030	C1502	C1505	C1507	C1510	C1515	C1520	C1525	C1528	C1529	C1530	C1531	C1532	C1533	C1534	C1535	C1540	C1545	C1550	C1555	C1560	C2005	C2010	C2015	C2510	C2515	C2520	C2521	C2525	C2526	C3005	C3010	C3015	C3020	C3025	C3210	C3220	C3505	C3510	C3515	C4005	C4006	C4007	C4008	C4010	C4015	C4016	C4017	C4020	C4025	C4505	C4510	C4515	C4520	C4525	C4530	C4531	C4532	C4535	C4540	C4545	C4550	C4555	C4560	C5005	C5010	C5015	C5210	C5220	C5505	C5510	C5515	C5520	C5525	C5530	C5535	C5540	C5545	C5550	C5555	C7005	C7010	C7012	C7015	C7020	C7025	C7030	C9905	C9910	C9915	C9920	C9922	C9923	C9924	C9925	C9930	C9935	C9940	C9950	C9999	
27 - Bourgogne-Franche-Comté	90 - Territoire de Belfort	1 - Belfort	219000106 - Belfort	200069052	CA Grand Belfort	CA	0	0	2016-12-02	2017-01-01	RDC		52	103192	42	FPU	0	0	1		1		M.	Damien	MESLOT	Hôtel de Ville			90000 belfort	03 84 54 24 24	03 84 21 71 71	webmestre@mairie-belfort.fr		HOTEL DE VILLE	90000 BELFORT		 	03 84 90 11 22	03 84 90 11 90	0	0	0	0	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	1	
27 - Bourgogne-Franche-Comté	90 - Territoire de Belfort	1 - Belfort	219000411 - Étueffont	200069060	CC des Vosges du Sud	CC	0	0	2016-12-02	2017-01-01	RDC		22	15463	32	FPU	0	0	0		1		M.	Jean-Luc	ANDERHUEBER		26 Bis Grande Rue 		90170 ETUEFFONT	03 84 27 01 40	    			Allée de la Grande Prairie	BP 23		90200 Giromagny	03 84 27 01 40	    	0	0	0	0	1	0	0	1	1	1	0	0	0	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	
27 - Bourgogne-Franche-Comté	90 - Territoire de Belfort	1 - Belfort	219000338 - Delle	249000241	CC du Sud Territoire	CC	0	0	1999-12-21	1999-12-21	RDC		27	23968	26	FPU	1	1	1		0		M.	Christian	RAYOT		8 Place Raymond Forni		90100 delle	    	    	cc.ccst90@wanadoo.fr		8 Place de la Republique	BP106		90101 DELLE CEDEX	03 84 56 26 07	    	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	
27 - Bourgogne-Franche-Comté	90 - Territoire de Belfort	1 - Belfort	219000411 - Étueffont	259000198	SI de gestion de la piscine d'Étueffont	SIVU	0	0	1979-04-12	1979-04-12	MEMNB		41	24006	1	CBUDG	0	0	0		0		M.	Christian	CODDET	Mairie			90170 Etueffont	    	    	etueffont.mairie@wanadoo.fr		MAIRIE			90170 ETUEFFONT	03 84 54 60 40	    	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
27 - Bourgogne-Franche-Comté	90 - Territoire de Belfort	1 - Belfort	219000528 - Giromagny	259000222	SI de construction du CES de Giromagny	SIVU	0	0	1971-09-14	1971-09-14	MEMNB		11	9543	1	CBUDG	0	0	0		0		Mme	Elisabeth	WILLEMAIN	Mairie	28 Grande Rue 		90200 GIROMAGNY	03 84 27 14 18	03 84 29 55 05	gillesroy@giromagny.fr					 	    	03 84 29 55 05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
27 - Bourgogne-Franche-Comté	90 - Territoire de Belfort	1 - Belfort	219000528 - Giromagny	259000248	SI des eaux de Giromagny	SIVU	0	0	1950-03-17	1950-03-17	MEMNB		14	11710	1	CBUDG	0	0	0		0		M.	Guy	MICLO		76 Faubourg d'Alsace	BP 25	90200 GIROMAGNY	03 84 29 50 19	03 84 27 17 39	sdeg90@wanadoo.fr					 	    	03 84 27 17 39	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
27 - Bourgogne-Franche-Comté	90 - Territoire de Belfort	1 - Belfort	219000726 - Morvillars	259000255	SI de gestion du CES de Morvillars	SIVU	0	0	1970-08-17	1970-08-17	MEMNB		6	8101	1	CBUDG	0	0	0		0		M.	Christian	BIRRER	Mairie			90120 MORVILLARS	03 84 27 80 36	    						 	    	    	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
27 - Bourgogne-Franche-Comté	90 - Territoire de Belfort	1 - Belfort	219000411 - Étueffont	259000289	SI des eaux de la Saint Nicolas	SIVU	0	0	1950-04-21	1950-04-21	MEMNB		7	3703	1	CBUDG	0	0	0	 	0	 	M.	Christophe	GEORGES		26 Bis Grande Rue 		90170 Etueffont	    	    	mairie.rougemont-le-chateau@wanadoo.fr					 	    	03 84 23 72 07	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
27 - Bourgogne-Franche-Comté	90 - Territoire de Belfort	1 - Belfort	219000809 - Phaffans	259000313	SI de la Baroche	SIVU	0	0	1975-04-10	1975-04-10	MEMNB		5	2157	1	CBUDG	0	0	0		0		Mme	Christine	BAINIER	Mairie			90150 PHAFFANS	03 84 29 88 45	03 84 29 97 48	mairie-phaffans@wanadoo.fr		MAIRIE			90150 PHAFFANS	03 84 29 88 45	03 84 29 97 48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
27 - Bourgogne-Franche-Comté	90 - Territoire de Belfort	1 - Belfort	219000742 - Novillard	259000370	Syndicat de gestion de la salle des 4 villages Autrechêne, Fontenelle, Novillard, Petit-Croix	SIVU	0	0	1980-09-22	1980-09-22	MEMNB		4	1034	1	CBUDG	0	0	0	 	0	 	Mme	Pascale	GABILLOUX	Foyer rural			90340 Novillard	    	    	mairie.novillard@wanadoo.fr		FOYER RURAL			90150 NOVILLARD	03 84 23 39 22	    	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
27 - Bourgogne-Franche-Comté	90 - Territoire de Belfort	1 - Belfort	219000114 - Bermont	259000578	SI des immeubles intercommunaux de Bermont	SIVU	0	0	1988-06-07	1988-06-07	MEMNB		4	2178	1	CBUDG	0	0	0		0		M.	Pascal	GROSJEAN	Mairie			90400 BERMONT	03 84 56 00 21	03 84 56 00 21	mairie.bermont@wanadoo.fr					 	    	03 84 56 00 21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
