Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	DGF Bonifiée	DSC	REOM	Autre redevance	TEOM	Autre taxe	Civilité Président	Prénom Président	Nom Président	Adresse du siège_1	Adresse du siège_2	Adresse du siège_3	Code postal du siège - Ville du siège	Téléphone du siège	Fax du siège	Courriel du siège	Site internet	Adresse annexe_1	Adresse annexe_2	Adresse annexe_3	Code postal annexe - Ville annexe	Téléphone annexe	Fax annexe
53 - Bretagne	56 - Morbihan	1 - Lorient	215601212 - Lorient	200042174	CA Lorient Agglomération	CA	0	0	2014-01-01	2014-01-01	RDC		25	211834	39	FPU	0	0	0		0		M.	Fabrice	LOHER	Maison de l'agglomération	Esplanade du Péristyle		56314 LORIENT CEDEX	    	    	caplorient@agglo-lorient.fr	www.lorient-agglo.bzh				 	    	    	
53 - Bretagne	56 - Morbihan	3 - Vannes	215602608 - Vannes	200067932	CA Golfe du Morbihan - Vannes Agglomération	CA	0	0	2016-08-26	2017-01-01	ACCOR		34	180111	52	FPU	0	0	0		0		M.	David	ROBO	PIBS 2	30 Rue Alfred Kastler		56000 Vannes Cedex	    	    						 	    	02 97 68 14 25	
53 - Bretagne	56 - Morbihan	3 - Vannes	215601436 - Muzillac	200027027	CC Arc Sud Bretagne	CC	0	0	2010-12-17	2011-01-01	ACCOR		12	29300	32	FPU	0	0	0	 	0	 	M.	Bruno	LE BORGNE		Allée Raymond Le Duigou		56190 MUZILLAC	    	    	contact@arcsudbretagne.fr					 	    	02 97 45 41 08	
53 - Bretagne	56 - Morbihan	1 - Lorient	215600073 - Auray	200043123	CC Auray Quiberon Terre Atlantique	CC	0	0	2014-01-01	2014-01-01	ACCOR		24	92384	30	FPU	0	0	0		0		M.	Philippe	LE RAY	Espace Tertiaire de Porte Océane 2	Rue du Danemark	BP 70447	56404 BRECH	    	    	cdc-pays.auray@wanadoo.fr		Espace tertiaire de Porte Océane II - Rue du Danemark	BP 70447		56404 AURAY CEDEX	    	    	
53 - Bretagne	56 - Morbihan	2 - Pontivy	200086791 - Ploërmel	200066777	Ploërmel Communauté	CC	0	0	2016-08-26	2017-01-01	RDC		30	43814	36	FPU	0	0	0		0		M.	Patrick	LE DIFFON	Hôtel de Ville de Ploërmel	Place de la Mairie		56800 PLOERMEL	    	    						 	    	    	
53 - Bretagne	56 - Morbihan	3 - Vannes	215601246 - Malestroit	200066785	CC de l'Oust à Brocéliande	CC	0	0	2016-08-26	2017-01-01	RDC		26	40513	28	FPU	0	0	0		0		M.	Jean-Luc	BLEHER	Parc d'activités de Tirpen - La Paviotaie		CS 80055	56140 MALESTROIT	02 97 75 01 02	    	contact@cc-payslagacilly.fr					 	    	    	
53 - Bretagne	56 - Morbihan	2 - Pontivy	215600107 - Baud	200096675	CC Baud Communauté	CC	0	0	2021-11-23	2022-01-01	ACCOR		6	16567	29	FPU	0	0	0		0		Mme	Pascale	GILLET		Chemin de Kermarrec		56150 BAUD	    	    			Chemin de Kermarrec			56150 BAUD	    	    	
53 - Bretagne	56 - Morbihan	2 - Pontivy	215601170 - Locminé	200096683	CC Centre Morbihan Communauté	CC	0	0	2021-11-23	2022-01-01	ACCOR		12	27685	29	FPU	0	0	0		0		M.	Benoit	ROLLAND	Zone de Kerjean			56500 LOCMINÉ	02 97 44 22 58	    	accueil@cmc.bzh		Zone de Kerjean			56500 LOCMINÉ	02 97 44 22 58	    	
53 - Bretagne	56 - Morbihan	1 - Lorient	215601303 - Merlevenez	245600440	CC Blavet Bellevue Océan	CC	0	0	1993-12-08	1993-12-08	ACCOR		5	18911	24	ASZSE	0	0	0	 	0	 	Mme	Sophie	LE CHAT	Parc d'activités de Bellevue	Allée de Ti Neué		56700 Merlevenez	    	    	contact@ccbo.fr					 	02 97 65 62 90	    	
53 - Bretagne	56 - Morbihan	1 - Lorient	215601527 - Le Palais	245600465	CC de Belle Ile en Mer	CC	0	0	2000-03-16	2000-03-16	ACCOR		4	5688	31	FPU	0	0	0	 	0	 	Mme	Annaïck	HUCHET	Haute Boulogne			56360 Le Palais	02 97 31 83 04	02 97 31 49 46	ccbi@cc-belle-ile-en-mer.fr					 	    	02 97 31 49 46	
53 - Bretagne	56 - Morbihan	3 - Vannes	215601840 - Questembert	245614383	CC Questembert Communauté	CC	0	0	1997-12-30	1997-12-30	ACCOR		13	24807	30	FPU	0	1	0	 	0	 	M.	Patrice	LE PENHUIZIC		8 Avenue de la Gare		56230 Questembert	02 97 26 59 51	02 97 26 54 29	cdc.questembert@wanadoo.fr					 	    	02 97 26 54 29	
53 - Bretagne	56 - Morbihan	2 - Pontivy	215600669 - Gourin	245614417	CC Roi Morvan Communauté	CC	0	0	1998-12-29	1998-12-29	ACCOR		21	25623	36	FPU	0	0	0	 	0	 	Mme	Renée	COURTEL		13 Rue Jacques Rodallec	BP 36	56110 GOURIN	02 97 23 36 90	02 97 23 42 46	secretariat@paysroimorvan.com					 	    	02 97 23 42 46	
53 - Bretagne	56 - Morbihan	2 - Pontivy	215601782 - Pontivy	245614433	CC Pontivy Communauté	CC	0	1	2000-11-16	2000-11-16	ACCOR		24	47825	29	FPU	0	1	0	 	0	 	M.	Bernard	LE BRETON		1 Place Ernest Jan		56300 PONTIVY	    	    	info@pays-pontivy.com					 	    	    	
53 - Bretagne	56 - Morbihan	3 - Vannes	215601238 - Malansac	200021582	SI des écoles de Malansac et de Caden	SIVU	0	0	2009-07-21	2009-07-21	AUTR		2	3898	2	CBUDG	0	0	0		0		M.	Marc	DE BOYSSON	Mairie	4 Rue du Puits de Bas		56220 Malansac	02 97 66 21 14	02 97 66 17 64	mairie.malansac@wanadoo.fr					 	    	02 97 66 17 64	
53 - Bretagne	56 - Morbihan	2 - Pontivy	215600412 - Cléguérec	200027795	SIVU ''service d'aide à domicile intercommunal'' (SADI)	SIVU	0	0	2010-12-31	2010-12-31	MEMNB		8	9027	1	CBUDG	0	0	0	 	0	 	M.	Michel	LE RAY				56480 CLEGUEREC	    	    						 	    	    	
53 - Bretagne	56 - Morbihan	1 - Lorient	215601667 - Plouay	200043834	SIVU de l'école de musique du Scorff au Blavet	SIVU	0	0	2013-12-19	2014-01-01	POPUL		3	9438	1	CBUDG	0	0	0		0		Mme	Sylvie	PERESSE	École de Musique	Rue de Manehouarn		56240 Plouay	    	    						 	    	    	
53 - Bretagne	56 - Morbihan	2 - Pontivy	215600917 - Josselin	200063642	Syndicat scolaire du Pays de Josselin	SIVU	0	0	2016-07-20	2016-09-01	MEMNB		10	11926	1	CBUDG	0	0	0		0		M.	Nicolas	JAGOUDET		3 Place des Remparts		56120 JOSSELIN	    	    						 	    	    	
53 - Bretagne	56 - Morbihan	2 - Pontivy	215602467 - Le Sourn	200096998	SI Sarre - Blavet Santé	SIVU	1	0	2021-12-23	2022-01-01	MEMNB		5	8919	1	CBUDG	0	0	0		0		M.	Jean-Jacques	VIDELO	Mairie de Le Sourn	26 Rue du Commerce		56300 LE SOURN	    	    						 	    	    	
53 - Bretagne	56 - Morbihan	3 - Vannes	215601477 - Nivillac	245600119	SIVU du pays de la Roche-Bernard	SIVU	1	0	1973-04-18	1973-04-18	POPUL		7	17513	1	CBUDG	0	0	0	 	0	 	Mme	Béatrice	DENIGOT		3 Rue Joseph Dano		56130 NIVILLAC	    	    	sivom.lrb@wanadoo.fr		Mairie	9, rue du calvaire		56130 NIVILLAC	02 99 90 62 75	    	
53 - Bretagne	56 - Morbihan	3 - Vannes	215602608 - Vannes	245600226	SI de voirie de l'Est de Vannes (SIVEV)	SIVU	0	0	1950-05-15	1950-05-15	MEMNB		8	35551	1	CBUDG	0	0	0		0		M.	Guy	DERBOIS	ZI du Prat	35 Avenue Gontran Bienvenu		56000 Vannes	    	    						 	    	    	
53 - Bretagne	56 - Morbihan	2 - Pontivy	215600107 - Baud	255600892	Syndicat du centre de secours de Baud	SIVU	0	0	1971-03-26	1971-03-26	MEMNB		6	15112	1	CBUDG	0	0	0	 	0	 	Mme	Pascale	GILLET	Mairie de Baud	Place Mathurin Martin		56150 Baud	    	    			Maison du développment économique	chemin de kermarec	BP35	56150 BAUD	02 97 39 17 09	    	
53 - Bretagne	56 - Morbihan	2 - Pontivy	215600818 - Guiscriff	255600926	SI de l'aérodrome Bretagne Atlantique	SIVU	0	1	1974-06-12	1974-06-12	POPUL		6	14762	1	CBUDG	0	0	0	 	0	 	Mme	Marie Antoinette	PEDRONO	Aérodrome	Pont Porson		56560 Guiscriff	    	    						 	    	    	
53 - Bretagne	56 - Morbihan	3 - Vannes	215601337 - Missiriac	255601163	Vallon d'Oust - Syndicat d'assainissement	SIVU	0	0	1981-03-16	1981-03-16	MEMNB		3	4952	1	CBUDG	0	0	0	 	0	 	M.	Ludovic	BOULO	STTEP de Missiriac	La Feuillardaye		56140 Missiriac	02 30 07 10 04	    			Bureaux des ateliers communautaires	Zone Ancienne	Route de la Paviotaie	56140 SAINT-MARCEL	02 30 07 10 04	    	
53 - Bretagne	56 - Morbihan	3 - Vannes	215601246 - Malestroit	255601437	SI pour l'aménagement et la gestion du groupe scolaire public de Malestroit	SIVU	0	0	1985-03-29	1985-03-29	MEMNB		6	8638	1	CBUDG	0	0	0	 	0	 	Mme	Carole	BLANCO-HERCELIN	P.A Tirpen - La Paviotaie			56140 Malestroit	    	    						 	    	    	
53 - Bretagne	56 - Morbihan	3 - Vannes	215601840 - Questembert	255601601	SI de transports de la région de Questembert	SIVU	0	0	1985-11-20	1985-11-20	MEMNB		18	38952	1	CBUDG	0	0	0	 	0	 	M.	Michel	GOUELLO	Mairie de Questembert			56230 Questembert	    	    						 	    	    	
53 - Bretagne	56 - Morbihan	1 - Lorient	215600347 - Carnac	255601635	Syndicat du centre de secours de Carnac	SIVU	0	0	1986-01-23	1986-01-23	MEMNB		5	11637	1	CBUDG	0	0	0	 	0	 	M.	Gérard	MARCALBERT	Mairie de Carnac			56340 Carnac	02 97 52 06 53	02 97 52 21 01	clelabousse@sdis.fr					 	    	02 97 52 21 01	
53 - Bretagne	56 - Morbihan	2 - Pontivy	215601170 - Locminé	255601668	Syndicat pour la gestion du centre de secours de Locminé	SIVU	0	0	1986-05-07	1986-05-07	MEMNB		7	20205	1	CBUDG	0	0	0	 	0	 	M.	Hervé	LAUDIC	Mairie de Locminé			56500 Locminé	    	    						 	    	    	
53 - Bretagne	56 - Morbihan	2 - Pontivy	215601980 - Rohan	255601759	Syndicat du centre de secours de Rohan	SIVU	0	0	1987-03-06	1987-03-06	MEMNB		7	10397	1	CBUDG	0	0	0		0		M.	Jean-Luc	LE TARNEC	Mairie de Rohan	11 Place de la Mairie		56580 Rohan	02 97 51 50 33	02 97 51 52 11						 	    	02 97 51 52 11	
53 - Bretagne	56 - Morbihan	1 - Lorient	215601691 - Plouhinec	255601791	Syndicat du centre de secours de Plouhinec	SIVU	0	0	1987-02-10	1987-02-10	MEMNB		3	10076	1	CBUDG	0	0	0		0		Mme	Sophie	LE CHAT	Mairie de Plouhinec			56680 Plouhinec	02 97 85 88 77	    						 	    	    	
53 - Bretagne	56 - Morbihan	1 - Lorient	215600073 - Auray	255601833	SI pour le centre de secours d'Auray	SIVU	0	0	1988-03-09	1988-03-09	MEMNB		7	41293	1	CBUDG	0	0	0	 	0	 	M.	Jean-Pierre	KERBART	Mairie d'Auray	100 Place de la République		56400 Auray	02 97 24 01 23	02 97 24 16 56	Sg@ville-auray.fr					 	    	02 97 24 16 56	
