Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	DGF Bonifiée	DSC	REOM	Autre redevance	TEOM	Autre taxe	Civilité Président	Prénom Président	Nom Président	Adresse du siège_1	Adresse du siège_2	Adresse du siège_3	Code postal du siège Ville du siège	Téléphone du siège	Fax du siège	Courriel du siège	Site internet	Adresse annexe_1	Adresse annexe_2	Adresse annexe_3	Code postal annexe Ville annexe	Téléphone annexe	Fax annexe	C1004	C1010	C1015	C1020	C1025	C1030	C1502	C1505	C1507	C1510	C1515	C1520	C1525	C1528	C1529	C1530	C1531	C1532	C1533	C1534	C1535	C1540	C1545	C1550	C1555	C1560	C2005	C2010	C2015	C2510	C2515	C2520	C2521	C2525	C2526	C3005	C3010	C3015	C3020	C3025	C3210	C3220	C3505	C3510	C3515	C4005	C4006	C4007	C4008	C4010	C4015	C4016	C4017	C4020	C4025	C4505	C4510	C4515	C4520	C4525	C4530	C4531	C4532	C4535	C4540	C4545	C4550	C4555	C4560	C5005	C5010	C5015	C5210	C5220	C5505	C5510	C5515	C5520	C5525	C5530	C5535	C5540	C5545	C5550	C5555	C7005	C7010	C7012	C7015	C7020	C7025	C7030	C9905	C9910	C9915	C9920	C9922	C9923	C9924	C9925	C9930	C9935	C9940	C9950	C9999	
76 - Occitanie	48 - Lozère	2 - Mende	214800807 - Langogne	200006930	CC du Haut Allier	CC	0	0	2006-12-07	2006-12-07	ACCOR		10	5427	24	FPU	0	1	0	 	0	 	M.	Francis	CHABALIER	Espace Raynal	1 Quai du Langouyrou		48300 LANGOGNE	04 66 69 10 33	04 66 69 12 08	ccha@ccha-langogne.com	www.ccha-langogne.com	maison de la communauté de communes	place de la République		48300 LANGOGNE	04 66 46 80 75	04 66 69 12 08	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	1	
76 - Occitanie	48 - Lozère	2 - Mende	200085223 - Monts-de-Randon	200069102	CC Randon - Margeride	CC	0	0	2016-11-30	2017-01-01	RDC		15	5370	19	FPU	0	0	0		0		M.	Francis	SAINT-LEGER	Mairie	Village		48700 Rieutort-de-Randon	04 66 47 33 31	04 66 47 39 98	cdc.cantondechateauneufderandon@yahoo.fr		Maison cantonale			48170 CHATEAUNEUF DE RANDON	04 66 47 95 99	04 66 47 99 52	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	
76 - Occitanie	48 - Lozère	2 - Mende	200062545 - Mont Lozère et Goulet	200069128	CC Mont Lozère	CC	0	1	2016-11-30	2017-01-01	RDC		21	5909	23	FPU	0	0	0		0		M.	Jean	DE LESCURE		Route du Mont-Lozère		48190 LE BLEYMARD	04 66 31 68 85	04 66 31 53 10	gouletmontlozere@orange.fr		Mairie			48190 LE BLEYMARD	    	04 66 31 53 10	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	
76 - Occitanie	48 - Lozère	1 - Florac	214800518 - Le Collet-de-Dèze	200069136	CC des Cévennes au Mont Lozère	CC	0	0	2016-11-30	2017-01-01	RDC		19	5239	34	FPU	1	0	0		0		M.	Michel	REYDON	Maison de la Communauté			48160 LE COLLET DE DEZE	04 66 65 07 79	    			Mairie			48160 LE COLLET DE DEZE	04 66 65 07 79	    	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	
76 - Occitanie	48 - Lozère	2 - Mende	200064731 - Peyre en Aubrac	200069144	CC des Hautes Terres de l'Aubrac	CC	0	0	2016-11-30	2017-01-01	RDC		17	5216	20	FPU	0	0	0		0		M.	Alain	ASTRUC	Maison de la Terre de Peyre	Route du Languedoc		48130 Aumont-Aubrac	04 66 42 84 70	04 66 42 92 84	ccht2@wanadoo.fr		Mairie			48310 FOURNELS	04 66 31 69 45	04 66 31 43 50	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	
76 - Occitanie	48 - Lozère	1 - Florac	200056927 - Florac Trois Rivières	200069151	CC Gorges Causses Cévennes	CC	0	0	2016-11-30	2017-01-01	RDC		17	7202	40	FPU	1	0	0		1		M.	Henri	COUDERC		22 Rue Justin Gruat		48400 FLORAC TROIS RIVIERES	04 66 45 31 34	    	contact@ccgcc.fr		22, rue Justin Gruat			48400 FLORAC TROIS RIVIERES	04 66 45 31 34	    	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	1	1	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	1	0	0	
76 - Occitanie	48 - Lozère	2 - Mende	214801409 - Saint-Chély-d'Apcher	200069185	CC des Terres d'Apcher-Margeride-Aubrac	CC	0	0	2016-11-30	2017-01-01	RDC		20	11346	25	FPU	0	0	0		0		M.	Christophe	GACHE		23 Boulevard Guérin d'Apcher		48200 Saint-Chély-d'Apcher	04 66 47 70 02	    	mairie@stchelydapcher.fr					 	    	    	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	1	0	0	
76 - Occitanie	48 - Lozère	2 - Mende	214800344 - La Canourgue	200069268	CC Aubrac Lot Causses Tarn	CC	0	0	2016-11-30	2017-01-01	RDC		15	8161	18	ASZSE	0	0	0		0		M.	Jean-Claude	SALEIL	16 Quartier du Trémoulis	Avenue des Gorges du Tarn		48500 LA CANOURGUE	04 66 31 41 23	04 66 32 91 33	communautecomaubraclotcausse@orange.fr		Avenue des Gorges du Tarn	16 quartier de Trémoulis		48500 LA CANOURGUE	04 66 32 81 47	04 66 32 91 33	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	
76 - Occitanie	48 - Lozère	2 - Mende	214800955 - Mende	244800405	CC Coeur de Lozère	CC	0	0	2001-12-14	2001-12-14	ACCOR		7	16508	34	FPU	0	1	0	 	1	 	M.	Laurent	SUAU	Hôtel de Ville			48000 Mende	04 66 94 09 67	04 66 65 07 13	accueil@coeurdelozere.fr	www.coeurdelozere.fr	Place Charles de Gaulle	BP 84		48002 MENDE cedex	04 66 94 09 67	    	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	1	0	1	
76 - Occitanie	48 - Lozère	2 - Mende	214800922 - Marvejols	244800470	CC du Gévaudan	CC	0	0	2003-12-30	2003-12-31	RDC		12	10072	32	FPU	0	0	0	 	1	 	Mme	Patricia	BREMOND	Pôle d'activités du Gévaudan	4 Rue des Chazelles		48100 MARVEJOLS	04 66 32 38 41	04 66 32 33 50	accueil@cc-gevaudan.fr		9, Rue Savorgnan de Brazza			48100 MARVEJOLS	04 66 32 00 45	04 66 32 33 50	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	
