Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	DGF Bonifiée	DSC	REOM	Autre redevance	TEOM	Autre taxe	Civilité Président	Prénom Président	Nom Président	Adresse du siège_1	Adresse du siège_2	Adresse du siège_3	Code postal du siège Ville du siège	Téléphone du siège	Fax du siège	Courriel du siège	Site internet	Adresse annexe_1	Adresse annexe_2	Adresse annexe_3	Code postal annexe Ville annexe	Téléphone annexe	Fax annexe	C1004	C1010	C1015	C1020	C1025	C1030	C1502	C1505	C1507	C1510	C1515	C1520	C1525	C1528	C1529	C1530	C1531	C1532	C1533	C1534	C1535	C1540	C1545	C1550	C1555	C1560	C2005	C2010	C2015	C2510	C2515	C2520	C2521	C2525	C2526	C3005	C3010	C3015	C3020	C3025	C3210	C3220	C3505	C3510	C3515	C4005	C4006	C4007	C4008	C4010	C4015	C4016	C4017	C4020	C4025	C4505	C4510	C4515	C4520	C4525	C4530	C4531	C4532	C4535	C4540	C4545	C4550	C4555	C4560	C5005	C5010	C5015	C5210	C5220	C5505	C5510	C5515	C5520	C5525	C5530	C5535	C5540	C5545	C5550	C5555	C7005	C7010	C7012	C7015	C7020	C7025	C7030	C9905	C9910	C9915	C9920	C9922	C9923	C9924	C9925	C9930	C9935	C9940	C9950	C9999	
75 - Nouvelle Aquitaine	23 - Creuse	2 - Guéret	212309603 - Guéret	200034825	CA du Grand Guéret	CA	0	0	2012-11-27	2013-01-01	ACCOR		25	29526	44	FPU	0	1	0	 	1	 	M.	Eric	CORREIA		9 Avenue Charles de Gaulle		23000 GUERET	05 55 41 04 48	05 55 41 13 01	cc-gueret@wanadoo.fr	www.agglo-grandgueret.fr	9, avenue Charles De Gaulle			23006 GUERET CEDEX	05 55 41 04 48	05 55 41 13 01	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	
75 - Nouvelle Aquitaine	23 - Creuse	2 - Guéret	212308902 - Genouillac	200041556	CC Portes de la Creuse en Marche	CC	0	0	2014-01-01	2014-01-01	ACCOR		16	6692	26	FPU	1	0	0		0		M.	Guy	MARSALEIX		1 Rue des Violettes		23350 GENOUILLAC	    	    	cc.lapetitecreuse@wanadoo.fr	www.portesdelacreuseenmarche.fr	1 place de l'Ecole de l'Agriculture			23350 GENOUILLAC	05 55 80 88 01	    	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	
75 - Nouvelle Aquitaine	23 - Creuse	1 - Aubusson	212300800 - Aubusson	200044014	CC Creuse Grand Sud	CC	0	0	2013-12-20	2014-01-01	ACCOR		26	12059	25	FPU	1	0	0		0		Mme	Valérie	BERTIN		34 Bis Rue Jules Sandeau	BP 40	23200 AUBUSSON	05 55 67 79 98	    	c.d.caubusson-felletin@wanadoo.fr		34 b rue Jules Sandeau	BP 40		23200 AUBUSSON	05 55 67 79 98	    	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	
75 - Nouvelle Aquitaine	23 - Creuse	2 - Guéret	200085314 - Saint-Dizier-Masbaraud	200067189	CC Creuse Sud Ouest	CC	0	0	2016-11-02	2017-01-01	RDC		43	14123	26	FPU	0	0	0		0		M.	Sylvain	GAUDY				23400 MASBARAUD-MERIGNAT	05 55 54 04 95	05 55 64 17 66	cc-bourganeuf-royere@wanadoo.fr	www.cc-bourganeuf-royeredevassiviere.fr	Route de La Souterraine	BP 27		23400 MASBARAUD MERIGNAT	05 55 54 04 95	05 55 64 17 66	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	
75 - Nouvelle Aquitaine	23 - Creuse	1 - Aubusson	212303200 - Boussac-Bourg	200067544	CC Creuse Confluence	CC	0	0	2016-11-02	2017-01-01	RDC		42	16613	32	FPU	1	0	0		0		M.	Nicolas	SIMONNET	Le Montet			23600 BOUSSAC-BOURG	    	    						 	    	    	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	
75 - Nouvelle Aquitaine	23 - Creuse	1 - Aubusson	212301303 - Auzances	200067593	CC Marche et Combraille en Aquitaine	CC	0	0	2016-11-02	2017-01-01	RDC		50	13331	26	FPU	1	0	0		0		M.	Gérard	GUYONNET				23700 AUZANCES	    	    						 	    	    	0	0	0	0	1	1	0	1	1	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	
75 - Nouvelle Aquitaine	23 - Creuse	2 - Guéret	212317606 - La Souterraine	242300135	CC du Pays Sostranien	CC	0	0	1995-12-28	1996-01-01	RDC		10	10628	25	FPU	0	1	0	 	1	 	M.	Etienne	LEJEUNE	Immeuble Les Tourterelles	10 Rue Joliot-Curie		23300 LA SOUTERRAINE	05 55 63 91 11	05 55 63 91 12	cc.pays-sostranien@wanadoo.fr	cc.pays-sostranien@wanadoo.fr	RUE DE L'HERMITAGE BAT ST JOSEPH			23300 LA SOUTERRAINE	05 55 63 91 11	05 55 63 91 12	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	
75 - Nouvelle Aquitaine	23 - Creuse	2 - Guéret	212309504 - Le Grand-Bourg	242320000	CC de Bénévent Grand Bourg	CC	0	0	2000-07-13	2000-07-13	RDC		16	6943	22	FPU	1	0	0	 	1	 	M.	Olivier	MOUVEROUX	Mairie	Le Bourg		23430 SAINT-GOUSSAUD	05 55 80 38 20	05 55 80 40 96	cc.benevent-gb@wanadoo.fr	cc.benevent-gb@wanadoo.fr	8 Place du Marché			23240 LE GRAND BOURG	05 55 80 38 20	05 55 80 40 96	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	
75 - Nouvelle Aquitaine	23 - Creuse	2 - Guéret	212307508 - Dun-le-Palestel	242320109	CC du Pays Dunois	CC	0	0	2002-12-03	2003-01-01	RDC		17	7118	16	FPU	1	0	0		0		M.	Laurent	DAULNY	Mairie			23800 DUN LE PALESTEL	05 55 89 12 03	05 55 89 15 30	comcom-paysdunois@wanadoo.fr	comcom-paysdunois@wanadoo.fr	19 avenue de Verdun			23800 DUN LE PALESTEL	05 55 89 12 03	05 55 89 15 30	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	
75 - Nouvelle Aquitaine	23 - Creuse	1 - Aubusson	212307300 - Dontreix	200020493	SIVU de l'Etang Neuf	SIVU	0	1	2009-06-09	2009-06-09	MEMNB		2	841	1	CBUDG	0	0	0		0		M.	Gaël	GALHIE	Mairie de Dontreix			23700 DONTREIX	    	    			Mairie			23700 DONTREIX	    	    	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
