Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	DGF Bonifiée	DSC	REOM	Autre redevance	TEOM	Autre taxe	Civilité Président	Prénom Président	Nom Président	Adresse du siège_1	Adresse du siège_2	Adresse du siège_3	Code postal du siège Ville du siège	Téléphone du siège	Fax du siège	Courriel du siège	Site internet	Adresse annexe_1	Adresse annexe_2	Adresse annexe_3	Code postal annexe Ville annexe	Téléphone annexe	Fax annexe	C1004	C1010	C1015	C1020	C1025	C1030	C1502	C1505	C1507	C1510	C1515	C1520	C1525	C1528	C1529	C1530	C1531	C1532	C1533	C1534	C1535	C1540	C1545	C1550	C1555	C1560	C2005	C2010	C2015	C2510	C2515	C2520	C2521	C2525	C2526	C3005	C3010	C3015	C3020	C3025	C3210	C3220	C3505	C3510	C3515	C4005	C4006	C4007	C4008	C4010	C4015	C4016	C4017	C4020	C4025	C4505	C4510	C4515	C4520	C4525	C4530	C4531	C4532	C4535	C4540	C4545	C4550	C4555	C4560	C5005	C5010	C5015	C5210	C5220	C5505	C5510	C5515	C5520	C5525	C5530	C5535	C5540	C5545	C5550	C5555	C7005	C7010	C7012	C7015	C7020	C7025	C7030	C9905	C9910	C9915	C9920	C9922	C9923	C9924	C9925	C9930	C9935	C9940	C9950	C9999	
28 - Normandie	50 - Manche	4 - Saint-Lô	215005026 - Saint-Lô	200066389	CA Saint-Lô Agglo	CA	0	0	2017-01-01	2017-01-01	RDC		61	79285	48	FPU	0	0	0		0		M.	Fabrice	LEMAZURIER		70 Rue du Neufbourg		50008 SAINT-LO CEDEX	02 14 29 00 00	02 14 29 00 09						 	    	02 14 29 00 09	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	0	1	1	0	1	1	1	0	0	1	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	
28 - Normandie	50 - Manche	2 - Cherbourg	200056844 - Cherbourg-en-Cotentin	200067205	CA du Cotentin	CA	0	0	2016-11-04	2017-01-01	RDC		129	182702	39	FPU	0	0	0		0		M.	David	MARGUERITTE		8 Rue des Vindits		50130 CHERBOURG-EN-COTENTIN	    	    			8 rue des Vindits			50130 CHERBOURG-EN-COTENTIN	    	    	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	
28 - Normandie	50 - Manche	1 - Avranches	200083640 - Avranches	200069425	CA Mont-Saint-Michel-Normandie	CA	0	0	2016-10-03	2017-01-01	RDC		95	90335	43	FPU	0	0	1		1		M.	David	NICOLAS		1 Rue Général Ruel		50300 AVRANCHES	02 33 89 67 00	02 33 68 10 52	accueil@ccamsm.fr		1 rue général Ruel			50300 AVRANCHES	02 33 89 67 00	02 33 68 10 52	1	0	0	0	0	0	1	1	1	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	
28 - Normandie	50 - Manche	1 - Avranches	215002189 - Granville	200042604	CC de Granville, Terre et Mer	CC	0	0	2014-01-01	2014-01-01	RDC		32	46383	29	FPU	1	0	0		0		M.	Stéphane	SORRE		197 Avenue des Vendéens		50400 GRANVILLE	02 33 91 30 00	    	contact@granville-terre-mer.fr					 	    	    	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	
28 - Normandie	50 - Manche	4 - Saint-Lô	200085579 - Carentan-les-Marais	200042729	CC de la Baie du Cotentin	CC	0	0	2014-01-01	2014-01-01	RDC		23	23444	34	FPU	1	0	0		0		M.	Jean-Claude	COLOMBEL		2 Le Haut-Dick		50500 CARENTAN	02 33 71 90 90	02 33 42 74 29	contact@ccbdc.fr					 	    	02 33 42 74 29	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	1	0	1	
28 - Normandie	50 - Manche	4 - Saint-Lô	200054732 - Villedieu-les-Poêles-Rouffigny	200043354	CC de Villedieu Intercom	CC	0	0	2013-05-30	2014-01-01	RDC		27	15968	34	FPU	1	0	0		0		M.	Charly	VARIN		11 Rue Pierre Paris		50800 VILLEDIEU-LES-POELES	02 33 90 17 90	    						 	    	    	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	
28 - Normandie	50 - Manche	3 - Coutances	215001470 - Coutances	200067023	CC Coutances Mer et Bocage	CC	0	0	2017-01-01	2017-01-01	RDC		48	49845	41	FPU	1	0	0		0		M.	Jacky	BIDOT	Hôtel de Ville			50200 COUTANCES	02 33 76 55 55	    						 	    	    	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	0	1	1	0	1	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	1	
28 - Normandie	50 - Manche	3 - Coutances	200055986 - La Haye	200067031	CC Côte Ouest Centre Manche	CC	0	0	2016-10-03	2017-01-01	ACCOR		30	22577	38	FPU	1	0	0		0		M.	Henri	LEMOIGNE		20 Rue des Aubépines		50250 LA HAYE	02 33 07 11 79	    						 	    	    	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	
28 - Normandie	50 - Manche	1 - Avranches	215002379 - La Haye-Pesnel	200012284	SIVU des écoles publiques du secteur de La Haye-Pesnel	SIVU	0	0	2007-12-27	2007-12-27	POPUL		11	8101	1	CBUDG	0	0	0		0		M.	Alain	NAVARRET	Mairie			50320 LA HAYE PESNEL	    	    						 	    	    	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28 - Normandie	50 - Manche	3 - Coutances	200056430 - Orval sur Sienne	200022556	SI d'assainissement des eaux usées d'Orval et Hyenville	SIVU	0	0	2009-10-01	2009-10-01	MEMNB		2	4490	1	CBUDG	0	0	0		0		M.	Joël	DOYERE	Mairie			50660 ORVAL	    	    						 	    	    	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
