Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	DGF Bonifiée	DSC	REOM	Autre redevance	TEOM	Autre taxe	Civilité Président	Prénom Président	Nom Président	Adresse du siège_1	Adresse du siège_2	Adresse du siège_3	Code postal du siège Ville du siège	Téléphone du siège	Fax du siège	Courriel du siège	Site internet	Adresse annexe_1	Adresse annexe_2	Adresse annexe_3	Code postal annexe Ville annexe	Téléphone annexe	Fax annexe	C1004	C1010	C1015	C1020	C1025	C1030	C1502	C1505	C1507	C1510	C1515	C1520	C1525	C1528	C1529	C1530	C1531	C1532	C1533	C1534	C1535	C1540	C1545	C1550	C1555	C1560	C2005	C2010	C2015	C2510	C2515	C2520	C2521	C2525	C2526	C3005	C3010	C3015	C3020	C3025	C3210	C3220	C3505	C3510	C3515	C4005	C4006	C4007	C4008	C4010	C4015	C4016	C4017	C4020	C4025	C4505	C4510	C4515	C4520	C4525	C4530	C4531	C4532	C4535	C4540	C4545	C4550	C4555	C4560	C5005	C5010	C5015	C5210	C5220	C5505	C5510	C5515	C5520	C5525	C5530	C5535	C5540	C5545	C5550	C5555	C7005	C7010	C7012	C7015	C7020	C7025	C7030	C9905	C9910	C9915	C9920	C9922	C9923	C9924	C9925	C9930	C9935	C9940	C9950	C9999	
93 - Provence-Alpes-Côte d'Azur	83 - Var	2 - Toulon	218301372 - Toulon	248300543	Métropole Toulon-Provence-Méditerranée	METRO	0	0	2001-12-31	2002-01-01	RDC		12	453407	60	FPU	0	0	0	 	0	 	M.	Jean-Pierre	GIRAN	Hôtel de la Communauté d'Agglomération	107 Boulevard Henri Fabre	CS 30536	83041 TOULON CEDEX 9	04 94 93 83 00	04 94 93 83 23						 	    	04 94 93 83 23	1	0	0	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	0	1	0	1	1	1	0	0	0	0	1	1	0	1	1	1	0	0	0	
93 - Provence-Alpes-Côte d'Azur	83 - Var	1 - Draguignan	218301182 - Saint-Raphaël	200035319	Estérel Côte d'Azur Agglomération	CA	0	0	2012-12-13	2013-01-01	RDC	48 délégués	5	120338	48	FPU	0	0	0		0		M.	Frédéric	MASQUELIER	Estérel Côte d'Azur Agglomération	624 Chemin Aurélien		83707 SAINT-RAPHAEL CEDEX	    	    						 	    	    	0	0	0	0	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	0	0	0	0	1	0	0	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	
93 - Provence-Alpes-Côte d'Azur	83 - Var	3 - Brignoles	218300234 - Brignoles	200068104	CA de la Provence Verte	CA	0	0	2017-01-01	2017-01-01	ACCOR	52 délégués	28	104050	45	FPU	0	0	0		0		M.	Didier	BREMOND	Quartier de Paris	Route du Val		83170 BRIGNOLES	    	    			ISES route du Val 83170 BRIGNOLES			 	04 98 05 27 10	    	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	0	0	1	0	0	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	
93 - Provence-Alpes-Côte d'Azur	83 - Var	2 - Toulon	218300275 - La Cadière-d'Azur	248300394	CA Sud Sainte Baume	CA	0	0	1994-07-25	2002-01-01	ACCOR		9	65125	37	FPU	0	0	0	 	1	 	M.	Ferdinand	BERNHARD		155 Avenue Henri Jansoulin		83740 La Cadière-d'Azur	    	    	ccssb@cc-sudsaintebaume.fr		155, av. Jansoulin	BP 39		83740 La Cadière d'Azur	04 94 98 26 60	    	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0	0	1	0	0	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	
93 - Provence-Alpes-Côte d'Azur	83 - Var	1 - Draguignan	218300507 - Draguignan	248300493	Dracénie Provence Verdon Agglomération	CA	0	0	2000-10-31	2000-10-31	ACCOR	66 délégués	23	112972	47	FPU	0	0	0	 	1	 	M.	Richard	STRAMBIO	Square Mozart			83300 DRAGUIGNAN	04 94 60 34 74	04 94 60 34 71						 	    	04 94 60 34 71	0	0	0	1	0	0	1	1	1	1	0	1	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	
93 - Provence-Alpes-Côte d'Azur	83 - Var	1 - Draguignan	218300556 - Fayence	200004802	CC du Pays de Fayence	CC	0	0	2006-08-21	2006-08-21	ACCOR	30 délégués	9	29593	25	FPU	0	0	0	 	0	 	M.	René	UGO	Maison du Pays de Fayence - Le Grand Mas	50 Route de l'Aérodrome		83440 FAYENCE	04 94 76 02 03	04 94 84 15 54						 	    	04 94 84 15 54	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	
93 - Provence-Alpes-Côte d'Azur	83 - Var	2 - Toulon	218300713 - La Londe-les-Maures	200027100	CC Méditerranée Porte des Maures	CC	0	0	2010-07-30	2010-12-01	ACCOR	21 délégués	6	46943	21	FPU	0	0	0	 	0	 	M.	François	DE CANSON	Mairie	Place du 11 Novembre		83250 LA LONDE-LES-MAURES	    	    						 	    	    	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	1	
93 - Provence-Alpes-Côte d'Azur	83 - Var	1 - Draguignan	218300424 - Cogolin	200036077	CC du Golfe de Saint-Tropez	CC	0	0	2012-12-27	2013-01-01	ACCOR	45délégués	12	58331	28	FPU	0	0	0	 	0	 	M.	Vincent	MORISSE	Bâtiment le Grand Sud	2 Rue Blaise Pascal		83310 COGOLIN	    	    						 	    	    	0	0	0	1	1	0	1	1	1	1	0	1	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	
93 - Provence-Alpes-Côte d'Azur	83 - Var	3 - Brignoles	218301455 - Varages	200040202	CC Provence Verdon	CC	0	0	2014-01-01	2014-01-01	ACCOR	39 délégués	15	23014	33	FPU	0	0	0		0		M.	Hervé	PHILIBERT		Avenue de la Foux		83670 Varages	    	    						 	    	    	0	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	
93 - Provence-Alpes-Côte d'Azur	83 - Var	3 - Brignoles	218300077 - Aups	200040210	CC Lacs et Gorges du Verdon	CC	0	0	2014-01-01	2014-01-01	ACCOR	34 délégués	16	9255	27	FPU	0	0	0		0		M.	Rolland	BALBIS		242 Avenue Albert 1er		83630 AUPS	    	    						 	    	    	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	
