Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	DGF Bonifiée	DSC	REOM	Autre redevance	TEOM	Autre taxe	Civilité Président	Prénom Président	Nom Président	Adresse du siège_1	Adresse du siège_2	Adresse du siège_3	Code postal du siège Ville du siège	Téléphone du siège	Fax du siège	Courriel du siège	Site internet	Adresse annexe_1	Adresse annexe_2	Adresse annexe_3	Code postal annexe Ville annexe	Téléphone annexe	Fax annexe	C1004	C1010	C1015	C1020	C1025	C1030	C1502	C1505	C1507	C1510	C1515	C1520	C1525	C1528	C1529	C1530	C1531	C1532	C1533	C1534	C1535	C1540	C1545	C1550	C1555	C1560	C2005	C2010	C2015	C2510	C2515	C2520	C2521	C2525	C2526	C3005	C3010	C3015	C3020	C3025	C3210	C3220	C3505	C3510	C3515	C4005	C4006	C4007	C4008	C4010	C4015	C4016	C4017	C4020	C4025	C4505	C4510	C4515	C4520	C4525	C4530	C4531	C4532	C4535	C4540	C4545	C4550	C4555	C4560	C5005	C5010	C5015	C5210	C5220	C5505	C5510	C5515	C5520	C5525	C5530	C5535	C5540	C5545	C5550	C5555	C7005	C7010	C7012	C7015	C7020	C7025	C7030	C9905	C9910	C9915	C9920	C9922	C9923	C9924	C9925	C9930	C9935	C9940	C9950	C9999	
75 - Nouvelle Aquitaine	47 - Lot-et-Garonne	3 - Villeneuve-sur-Lot	214700494 - Casseneuil	200023307	CA du Grand Villeneuvois	CA	0	0	2011-12-23	2011-12-31	RDC		19	48762	48	FPU	0	0	0		0		M.	Guillaume	LEPERS		24 Rue du Vieux Pont	BP 10	47440 Casseneuil	05 53 71 54 81	05 53 40 16 55	contact@cc-villeneuvois.fr					 	    	05 53 40 16 55	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	1	
75 - Nouvelle Aquitaine	47 - Lot-et-Garonne	2 - Marmande	214701575 - Marmande	200030674	CA Val de Garonne Agglomération 	CA	0	0	2011-12-30	2011-12-31	RDC		43	61773	42	FPU	0	0	0		0		M.	Jacques	BILIRIT	Maison du Développement	Place du Marché		47200 Marmande	05 53 64 40 46	05 53 64 40 91		www.vg-agglo.com				 	    	05 53 64 40 91	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	1	1	1	1	0	1	0	0	1	1	0	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	
75 - Nouvelle Aquitaine	47 - Lot-et-Garonne	1 - Agen	214700015 - Agen	200096956	CA Agglomération d'Agen	CA	0	0	2022-01-01	2022-01-01	RDC		44	104049	49	FPU	0	0	0		0		M.	Jean	DIONIS Du SEJOUR		8 Rue André Chenier	BP 90045	47916 Agen Cedex 9	05 53 69 68 67	05 53 69 68 60			8 rue André Chenier	BP 90045		47916 Agen Cedex 9	05 53 69 68 67	05 53 69 68 60	0	0	0	1	0	0	1	1	1	1	0	0	1	1	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	0	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0	1	1	1	1	1	0	0	0	
75 - Nouvelle Aquitaine	47 - Lot-et-Garonne	3 - Villeneuve-sur-Lot	214701757 - Monflanquin	200036523	CC des Bastides en Haut Agenais Périgord	CC	0	0	2012-12-28	2012-12-31	RDC	Dispositions des II à VI de l'article L5211-6-1 du CGCT	43	17349	28	FPU	1	0	0	 	0	 	M.	Auguste	FLORIO		1 Rue des Cannelles		47150 Monflanquin	    	    						 	    	    	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	
75 - Nouvelle Aquitaine	47 - Lot-et-Garonne	1 - Agen	214700049 - Aiguillon	200068922	CC du Confluent et des Coteaux de Prayssas	CC	0	0	2016-11-28	2017-01-01	RDC		29	18330	31	AAZSE	0	0	0		1		M.	José	ARMAND		30 Rue Thiers		47190 Aiguillon	    	    						 	    	    	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	
75 - Nouvelle Aquitaine	47 - Lot-et-Garonne	3 - Villeneuve-sur-Lot	214701062 - Fumel	200068930	CC Fumel Vallée du Lot	CC	0	0	2016-11-28	2017-01-01	RDC		27	25088	35	FPU	1	0	0		1		M.	Didier	CAMINADE		Place Georges Escandre		47500 FUMEL	05 53 40 46 70	05 53 71 35 16						 	    	05 53 71 35 16	0	0	0	0	1	0	0	1	1	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	0	0	1	0	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	0	0	0	
75 - Nouvelle Aquitaine	47 - Lot-et-Garonne	4 - Nérac	214701955 - Nérac	200068948	CC Albret Communauté	CC	0	0	2016-11-28	2017-01-01	RDC		33	26766	32	FPU	0	0	0		1		M.	Alain	LORENZELLI	Centre Haussmann	10 Place Aristide Briand		47600 NERAC	    	    						 	    	    	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	
75 - Nouvelle Aquitaine	47 - Lot-et-Garonne	2 - Marmande	214700866 - Duras	244700449	CC du Pays de Duras	CC	0	0	1993-12-31	1993-12-31	ACCOR		17	5845	21	ASZSE	0	0	0	 	0	 	Mme	Bernadette	DREUX	Maison de Pays	Boulevard Jean Brisseau		47120 Duras	05 53 83 82 76	    						 	    	    	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	
75 - Nouvelle Aquitaine	47 - Lot-et-Garonne	2 - Marmande	214701427 - Lauzun	244700464	CC du Pays de Lauzun	CC	0	0	1993-12-23	1993-12-23	ACCOR		20	10626	22	AAZSE	0	0	0	 	0	 	M.	Emilien	ROSO		5 Rue Pissebaque		47410 Lauzun	05 53 94 49 21	    						 	    	    	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	
75 - Nouvelle Aquitaine	47 - Lot-et-Garonne	2 - Marmande	214701146 - Grézet-Cavagnan	244701355	CC des Coteaux et Landes de Gascogne	CC	0	0	1996-12-27	1996-12-27	ACCOR		27	12648	27	FPU	1	0	0	 	1	 	M.	Raymond	GIRARDI	Beteille			47250 Grézet Cavagnan	05 53 83 65 60	05 53 83 36 17						 	    	05 53 83 36 17	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	1	1	0	1	1	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	
75 - Nouvelle Aquitaine	47 - Lot-et-Garonne	2 - Marmande	214700544 - Castelmoron-sur-Lot	244701405	CC Lot et Tolzac	CC	0	0	1996-12-26	1996-12-26	ACCOR		15	7469	27	AAZSE	0	0	0	 	1	 	Mme	Line	LALAURIE		Avenue de Comarque		47260 Castelmoron sur Lot	05 53 84 82 48	    						 	    	    	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	
75 - Nouvelle Aquitaine	47 - Lot-et-Garonne	1 - Agen	214701377 - Laplume	200022804	SIVOS du RPI de Laplume-Lamontjoie	SIVU	0	0	2009-11-18	2010-01-01	MEMNB		3	2184	1	CBUDG	0	0	0		0		M.	Christian	KRUGER	Mairie de Laplume	32 Place Emmanuel Labat		47310 Laplume	05 53 95 10 16	05 53 95 17 39	mairie.lapmume@wanadoo.fr					 	    	05 53 95 17 39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
